id,address_type,status,entity,adress,appartment,city,postal_code,country,notes,created_at,updated_at
122,Business,Active,Customer,665 Eastlawn Terrace,47,Santuario,663008,Colombia,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,10/21/2017,6/3/2018
123,Billing,Active,Building,786 Butternut Pass,3,Miami,33190,United States,In congue. Etiam justo. Etiam pretium iaculis justo.,4/14/2017,2/9/2019
124,Home,Inactive,Building,8 Toban Parkway,29,Petrolia,N0N,Canada,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",5/30/2017,4/23/2018
125,Shipping,Active,Building,0 Fairview Way,58,Buenos Aires,191017,Colombia,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,10/9/2018,9/18/2018
126,Billing,Active,Customer,5930 Merry Center,92,Austin,78726,United States,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,6/2/2018,5/31/2018
127,Shipping,Inactive,Customer,46 Londonderry Street,37,Wilmington,19892,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,11/14/2016,3/31/2018
128,Home,Active,Building,60073 Elmside Park,84,Manlio Fabio Altamirano,94970,Mexico,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,8/18/2017,10/15/2018
129,Business,Active,Customer,5289 Artisan Crossing,27,El Mirador,14449,Mexico,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",12/15/2018,12/15/2018
130,Home,Active,Building,67999 Meadow Valley Alley,55,Caramanta,056047,Colombia,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3/23/2016,4/28/2018
131,Business,Active,Customer,674 Corry Crossing,96,Nanaimo,V6L,Canada,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",10/28/2016,9/13/2018
132,Billing,Active,Building,5 Thackeray Place,14,Baton Rouge,70836,United States,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1/25/2019,9/27/2018
133,Business,Inactive,Building,2644 Sullivan Street,13,Naperville,60567,United States,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3/16/2018,1/29/2019
134,Home,Active,Building,4879 Nova Junction,49,San Jose,43161,Mexico,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6/16/2018,8/31/2018
135,Billing,Active,Customer,3523 Brown Plaza,33,Cedar Rapids,52410,United States,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,9/10/2018,1/31/2019
136,Shipping,Active,Customer,090 David Avenue,39,Houston,77240,United States,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4/8/2018,2/10/2019
137,Shipping,Active,Customer,406 Columbus Drive,97,Carmen de Viboral,054457,Colombia,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,5/9/2016,12/16/2018
138,Billing,Active,Customer,09 Memorial Circle,35,Santa Lucía,131567,Colombia,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1/23/2017,7/6/2018
139,Shipping,Active,Building,7 Westend Place,42,Deep River,M4J,Canada,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",8/31/2016,3/1/2019
140,Shipping,Active,Building,11 Waywood Court,66,Buenavista,54414,Mexico,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,12/15/2018,1/25/2019
141,Shipping,Active,Customer,8 Havey Circle,7,Marinilla,054028,Colombia,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,5/28/2017,3/22/2018
142,Business,Active,Building,40780 Hazelcrest Plaza,79,Las Vegas,89105,United States,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",9/17/2016,8/7/2018
143,Business,Active,Customer,3 Porter Hill,55,Quibdó,270009,Colombia,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",6/27/2017,10/27/2018
144,Business,Active,Building,402 Ludington Point,100,San Jose,95138,United States,Phasellus in felis. Donec semper sapien a libero. Nam dui.,12/6/2017,5/21/2018
145,Shipping,Active,Building,58079 Warner Crossing,68,Caicedonia,762548,Colombia,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,8/20/2018,7/17/2018
146,Business,Active,Customer,5984 Schmedeman Trail,12,Boisbriand,J7G,Canada,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",8/1/2016,1/12/2019
147,Home,Active,Customer,6 Loomis Lane,76,San Carlos,232517,Colombia,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",7/22/2018,2/23/2019
148,Home,Active,Building,06 Mccormick Street,45,Independencia,70630,Mexico,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,6/25/2018,12/13/2018
149,Home,Active,Building,936 Golf View Parkway,52,Bellavista,92736,Mexico,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",7/4/2017,12/17/2018
150,Home,Active,Building,18 Nobel Court,90,Sabanalarga,855058,Colombia,In congue. Etiam justo. Etiam pretium iaculis justo.,7/2/2016,11/14/2018
151,Billing,Active,Building,10 Steensland Crossing,16,Québec,G6W,Canada,Phasellus in felis. Donec semper sapien a libero. Nam dui.,6/9/2016,9/22/2018
152,Shipping,Active,Building,892 Victoria Pass,1,Unity,J8R,Canada,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",6/12/2016,5/22/2018
153,Business,Active,Building,372 Paget Way,16,Amarillo,79165,United States,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",12/1/2016,8/15/2018
154,Business,Active,Building,2804 Bay Plaza,46,La Uvita,150867,Colombia,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",11/25/2018,2/28/2019
155,Billing,Active,Building,0523 Eagan Road,96,Springfield,01129,United States,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/29/2016,10/15/2018
156,Shipping,Active,Customer,85666 Laurel Crossing,99,La Joya,37600,Mexico,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",8/22/2016,3/25/2018
157,Home,Active,Building,94244 Delaware Terrace,1,Houston,77045,United States,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9/10/2016,7/25/2018
158,Shipping,Active,Building,307 Lyons Court,16,Unity,J8R,Canada,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/10/2016,7/13/2018
159,Home,Active,Customer,7 4th Circle,23,Libertad,83450,Mexico,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3/29/2016,9/14/2018
160,Shipping,Inactive,Building,43 Rieder Park,22,Asheville,28805,United States,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,7/4/2017,8/28/2018
161,Home,Inactive,Building,07064 Hauk Road,90,Merritt,V1K,Canada,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3/21/2016,11/8/2018
162,Billing,Active,Customer,488 East Circle,93,Campbellton,E3N,Canada,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,8/30/2018,11/12/2018
163,Billing,Active,Customer,2960 Kings Pass,4,Hagerstown,21747,United States,In congue. Etiam justo. Etiam pretium iaculis justo.,4/7/2016,6/15/2018
164,Home,Active,Building,2487 Knutson Parkway,39,Quimbaya,634027,Colombia,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,11/2/2017,2/9/2019
165,Business,Active,Customer,377 Dawn Drive,24,Annapolis,21405,United States,In congue. Etiam justo. Etiam pretium iaculis justo.,10/11/2016,5/21/2018
166,Shipping,Active,Building,6 Green Ridge Lane,24,Miami,33175,United States,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1/6/2017,8/15/2018
167,Shipping,Active,Building,83 Mayer Court,41,Stratford,C1B,Canada,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",6/8/2017,11/12/2018
168,Home,Active,Building,15 Bunting Court,7,Santa Barbara,93106,United States,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,6/14/2017,10/3/2018
169,Billing,Active,Customer,50449 Marcy Hill,81,Notre-Dame-de-lile-Perrot,H9X,Canada,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1/14/2017,9/1/2018
170,Shipping,Active,Customer,359 Elgar Terrace,3,Hartford,06183,United States,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",9/4/2016,5/3/2018
171,Shipping,Active,Customer,286 Stuart Place,32,Ariguaní,152247,Colombia,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",4/16/2017,1/21/2019
172,Home,Active,Customer,021 Mayer Place,11,Barranquilla,080020,Colombia,Fusce consequat. Nulla nisl. Nunc nisl.,5/29/2018,2/6/2019
173,Billing,Active,Customer,8196 Superior Place,56,Richmond,94807,United States,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,12/13/2016,9/20/2018
174,Home,Active,Customer,9361 Melody Terrace,47,Pasadena,91103,United States,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1/14/2017,12/17/2018
175,Home,Active,Customer,35055 Helena Point,14,Corozal,705039,Colombia,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",11/13/2017,8/30/2018
176,Shipping,Active,Customer,85103 Grasskamp Center,28,Fort Lauderdale,33330,United States,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",12/10/2016,7/16/2018
177,Billing,Active,Customer,3871 Annamark Drive,48,Lawrenceville,30245,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1/3/2018,5/7/2018
178,Shipping,Active,Building,3016 Roxbury Trail,60,Camino Real,45306,Mexico,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,6/18/2017,12/31/2018
179,Business,Active,Customer,701 Prentice Junction,2,Iles,523068,Colombia,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,6/7/2018,4/5/2018
180,Billing,Active,Customer,14 Hansons Center,64,Elías,417018,Colombia,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",12/11/2017,7/29/2018
181,Shipping,Active,Building,709 Meadow Valley Lane,63,Grand Rapids,49518,United States,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",9/27/2017,6/2/2018
182,Shipping,Active,Building,9487 Cordelia Avenue,94,Chicago,60681,United States,In congue. Etiam justo. Etiam pretium iaculis justo.,5/6/2018,10/2/2018
183,Business,Active,Customer,824 Basil Terrace,84,Boissevain,G7S,Canada,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,11/17/2017,5/11/2018
184,Home,Active,Customer,85649 Lakewood Gardens Drive,27,Evansville,47725,United States,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1/31/2019,5/9/2018
185,Business,Inactive,Building,3 Spenser Alley,31,Bay Roberts,V3B,Canada,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",3/7/2018,2/16/2019
186,Business,Active,Customer,852 Valley Edge Place,44,El Zulia,545518,Colombia,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",10/29/2018,3/3/2018
187,Business,Active,Customer,1764 Pankratz Circle,54,Algarrobo,472047,Colombia,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",5/27/2017,4/1/2018
188,Home,Active,Customer,8 Gale Place,94,Crossfield,B0N,Canada,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",7/5/2017,7/7/2018
189,Billing,Active,Building,489 Nevada Drive,39,Salt Lake City,84120,United States,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",7/9/2017,6/27/2018
190,Business,Inactive,Building,84258 Mallard Plaza,9,San Francisco,253608,Colombia,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2/26/2019,9/11/2018
191,Home,Inactive,Customer,8666 Ilene Park,52,Cuauhtemoc,62767,Mexico,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9/17/2018,5/14/2018
192,Shipping,Active,Building,78 Fairfield Plaza,76,Juradó,276019,Colombia,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",3/26/2017,7/7/2018
193,Billing,Active,Building,20897 Swallow Center,9,Francisco Villa,31600,Mexico,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5/29/2017,7/21/2018
194,Billing,Active,Building,61244 Pankratz Pass,61,Molagavita,682038,Colombia,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5/3/2017,5/5/2018
195,Shipping,Active,Customer,80 Hazelcrest Lane,25,Benito Juarez,86403,Mexico,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",7/21/2018,5/20/2018
196,Shipping,Active,Building,126 Graceland Center,32,Dallas,75236,United States,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",9/12/2017,12/3/2018
197,Shipping,Active,Building,0720 Badeau Park,5,Amherstburg,N9V,Canada,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,6/15/2016,8/18/2018
198,Home,Active,Building,461 Service Park,94,Brooklyn,11215,United States,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",11/24/2016,10/28/2018
199,Business,Active,Building,93 Oriole Street,63,La Montañita,181067,Colombia,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,6/4/2016,4/6/2018
200,Billing,Active,Building,311 Northfield Street,99,Sincé,056450,Colombia,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",8/25/2018,6/26/2018
201,Home,Active,Customer,89324 Garrison Park,8,Garland,75044,United States,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",10/29/2016,7/25/2018
202,Business,Active,Customer,93358 Hudson Drive,8,Catalina,B2V,Canada,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",6/4/2016,5/27/2018
